W1,W2,W3,F
discussion,talk,rafale,1
deal,lok,congress,1
talk,rafale,talking,1
rafale,talking,want,1
talking,want,jpc,1
want,jpc,issue,1
arun,jaitley,counters,1
jaitley,counters,rahul,1
counters,rahul,gandhi,1
rahul,gandhi,rafale,1
gandhi,rafale,deal,1
facing,many,corruption,1
one,facing,many,1
hindutva,one,facing,1
name,hindutva,one,1
candidate,needs,seats,1
needs,seats,win,1
seats,win,like,1
win,like,seats,1
like,seats,required,1
seats,required,take,1
required,take,india,1
take,india,mugal,1
india,mugal,era,1
seems,enjoys,kicked,1
enjoys,kicked,congress,1
kicked,congress,pounces,1
congress,pounces,jpc,1
pounces,jpc,thackeray,1
jpc,thackeray,said,1
thackeray,said,join,1
said,join,hands,1
join,hands,name,1
hands,name,hindutva,1
rafale,deal,lok,1
lok,congress,mps,1
sound,thrilling,end,1
talaq,politically,used,1
congress,likely,held,1
likely,held,today,1
held,today,also,1
today,also,parliament,1
also,parliament,winter,1
parliament,winter,session,1
winter,session,live,1
session,live,updates,1
triple,talaq,politically,1
politically,used,lok,1
congress,mps,throw,1
used,lok,elections,1
called,transparency,lacking,1
transparency,lacking,congress,1
lacking,congress,regime,1
congress,regime,walking,1
regime,walking,talk,1
walking,talk,deserves,1
talk,deserves,another,1
deserves,another,term,1
related,increase,price,1
think,related,increase,1
party,think,related,1
innovative,party,think,1
mps,throw,paper,1
throw,paper,planes,1
doesnt,take,change,1
take,change,though,1
change,though,authenticate,1
though,authenticate,statements,1
authenticate,statements,made,1
statements,made,scared,1
made,scared,party,1
today,discussion,india,1
discussion,india,congress,1
india,congress,party,1
party,president,mr,1
president,mr,speech,1
mr,speech,nice,1
speech,nice,raise,1
nice,raise,question,1
raise,question,innovative,1
question,innovative,party,1
general,candidate,needs,1
like,general,candidate,1
today,like,general,1
trailer,caption,invited,1
war,rule,india,1
rule,india,taken,1
india,taken,social,1
taken,social,turn,1
social,turn,wars,1
turn,wars,twitter,1
wars,twitter,tweeted,1
twitter,tweeted,trailer,1
tweeted,trailer,caption,1
yoga,guru,said,1
antics,political,stunts,1
guru,said,difficult,1
said,difficult,predict,1
difficult,predict,countrys,1
predict,countrys,next,1
countrys,next,prime,1
prime,minister,view,1
minister,view,current,1
view,current,political,1
current,political,situation,1
congress’,war,rule,1
india,clean,ever👍🏻,1
make,india,clean,1
vote,make,india,1
thrilling,end,suicide,1
queen,drain,money,1
drain,money,made,1
money,made,upa,1
made,upa,era,1
upa,era,make,1
era,make,prince,1
make,prince,pm,1
prince,pm,throw,1
pm,throw,one,1
throw,one,trust,1
one,trust,namo,1
trust,namo,one,1
namo,one,congress,1
one,congress,ecosystem,1
congress,ecosystem,already,1
ecosystem,already,agenda,1
already,agenda,vote,1
agenda,vote,make,1
months,every,fights,1
every,fights,religious,1
fights,religious,sentiments,1
triple,talaq,says,1
rahul,gandhi,media,1
gandhi,media,congress,1
media,congress,twitter,1
congress,twitter,drama,1
twitter,drama,common,1
drama,common,man,1
common,man,last,1
man,last,laugh,1
last,laugh,usual,1
laugh,usual,months,1
usual,months,knock,1
months,knock,go,1
knock,go,sleep,1
today,defeat,opposition,1
defeat,opposition,argument,1
opposition,argument,like,1
argument,like,destroyed,1
like,destroyed,antics,1
destroyed,antics,political,1
talaq,says,prasad,1
suggestions,triple,talaq,1
religious,sentiments,country,1
open,suggestions,triple,1
sentiments,country,never,1
country,never,change,1
never,change,term,1
change,term,dirty,1
term,dirty,way,1
dirty,way,years,1
way,years,old,1
years,old,raped,1
old,raped,murdered,1
understanding,congress,reason,1
congress,reason,mps,1
reason,mps,suspension,1
mps,suspension,dy,1
suspension,dy,speaker,1
dy,speaker,match,1
speaker,match,fixing,1
match,fixing,added,1
speaker,scolded,mps,1
govt,open,suggestions,1
strong,opposition,chattisgarh,1
one,good,intentions,1
trend,still,strong,1
arrogant,disconnected,failed,1
hold,rally,west,1
rally,west,mamata,1
comes,consciousness,level,1
consciousness,level,never,1
level,never,misses,1
never,misses,single,1
misses,single,chance,1
single,chance,hit,1
less,arrogant,disconnected,1
disconnected,failed,misleading,1
start,top,congress,1
failed,misleading,fudging,1
misleading,fudging,data,1
fudging,data,exploitative,1
data,exploitative,anti,1
exploitative,anti,federal,1
anti,federal,vendetta,1
federal,vendetta,politics,1
vendetta,politics,congress,1
politics,congress,india,1
yogi,hold,rally,1
cm,yogi,hold,1
questioning,government,claims,1
guts,questioning,government,1
part,time,money,1
time,money,puppets,1
anyone,please,explain,1
please,explain,term,1
explain,term,exactly,1
term,exactly,wrong,1
exactly,wrong,selling,1
wrong,selling,pakodas,1
selling,pakodas,mdh,1
pakodas,mdh,politics,1
per,hindu,custom,1
hindu,custom,marriage,1
custom,marriage,name,1
marriage,name,priyanka,1
name,priyanka,vadra,1
priyanka,vadra,priyanka,1
vadra,priyanka,gandhi,1
priyanka,gandhi,vadra,1
admires,guts,questioning,1
congress,india,punished,1
india,punished,hard,1
new,video,cute,1
views,share,urs,1
urs,ready,face,1
poll,day,congress,1
day,congress,rally,1
congress,rally,pataudi,1
rally,pataudi,cm,1
pataudi,cm,flag,1
cm,flag,sankalp,1
flag,sankalp,yatra,1
sankalp,yatra,pwd,1
yatra,pwd,rest,1
pwd,rest,house,1
rest,house,gurugram,1
house,gurugram,monday,1
gurugram,monday,morning,1
monday,morning,says,1
morning,says,yatra,1
says,yatra,aimed,1
yatra,aimed,preparing,1
aimed,preparing,partys,1
share,urs,ready,1
see,views,share,1
video,cute,disorder,1
promise,see,views,1
cute,disorder,kamal,1
disorder,kamal,deadly,1
kamal,deadly,disease,1
deadly,disease,question,1
definitely,modi,lost,1
modi,lost,sheen,1
lost,sheen,rahul,1
sheen,rahul,gandhi,1
rahul,gandhi,come,1
gandhi,come,age,1
come,age,leaders,1
age,leaders,win,1
leaders,win,games,1
win,games,rahul,1
games,rahul,still,1
rahul,still,lot,1
still,lot,ground,1
lot,ground,cover,1
see,promise,see,1
leaders,part,time,1
sincere,leaders,part,1
need,sincere,leaders,1
piece,last,month,1
month,congress,cow+,1
congress,cow+,dole+,1
cow+,dole+,mimicking,1
dole+,mimicking,inch,1
mimicking,inch,closer,1
inch,closer,new,1
closer,new,median,1
new,median,indian,1
median,indian,politics,1
indian,politics,run,1
standing,parliament,punishment…,1
standing,parliament,punishment,1
parliament,punishment,hoodwinking,1
punishment,hoodwinking,us,1
hoodwinking,us,sops,1
us,sops,doles,1
sops,doles,want,1
doles,want,work,1
want,work,delivered,1
last,month,congress,1
replugging,piece,last,1
contemporary,india,aha,1
mp,replugging,piece,1
take,action,political,1
action,political,congress,1
would,congressaap,alliance,1
congressaap,alliance,delhi,1
alliance,delhi,actually,1
delhi,actually,help,1
democracy,means,holding,1
means,holding,elections,1
holding,elections,post,1
elections,post,seems,1
post,seems,like,1
seems,like,authoritarian,1
like,authoritarian,rule,1
sleeps,wakes,smells,1
wakes,smells,votes,1
invokes,nsa,cow,1
nsa,cow,slaughter,1
cow,slaughter,mp,1
slaughter,mp,replugging,1
work,delivered,overhaul,1
india,aha,weeks,1
country,need,sincere,1
alternative,competent,would,1
would,think,voting,1
think,voting,congress,1
put,focus,the…,1
put,focus,elections,1
focus,elections,joined,1
elections,joined,hands,1
joined,hands,pdp,1
please,don’t,make,1
don’t,make,mistake,1
make,mistake,time,1
mistake,time,giving,1
time,giving,tickets,1
giving,tickets,tv,1
tickets,tv,stars,1
tv,stars,movie,1
stars,movie,stars,1
movie,stars,players,1
stars,players,country,1
players,country,need,1
competent,would,think,1
give,alternative,competent,1
aha,weeks,find,1
govt,wothout,reason,1
weeks,find,refreshingly,1
find,refreshingly,neutral,1
refreshingly,neutral,neutral,1
neutral,neutral,thinker,1
neutral,thinker,thinks,1
thinker,thinks,must,1
thinks,must,act,1
must,act,rahuls,1
act,rahuls,important,1
rahuls,important,many,1
important,many,willing,1
many,willing,join,1
willing,join,congress,1
data,authenticate,release,1
authenticate,release,data,1
release,data,int,1
data,int,organisation,1
int,organisation,govt,1
organisation,govt,wothout,1
preparing,partys,manifesto,1
next,pm,reply,1
pm,reply,must,1
would,remained,good,1
good,makes,suffer,1
makes,suffer,accordingly,1
hands,congress,president,1
congress,president,shall,1
president,shall,cease,1
shall,cease,exist,1
cease,exist,post,1
without,single,vote,1
single,vote,cast,1
vote,cast,india,1
cast,india,opinion,1
india,opinion,polls,1
opinion,polls,nda,1
polls,nda,win,1
nda,win,seats,1
win,seats,fall,1
seats,fall,short,1
short,majority,predicts,1
majority,predicts,times,1
remained,good,makes,1
image,would,remained,1
times,nowvmr,poll,1
continues,image,would,1
cornered,context,keep,1
context,keep,fascists,1
keep,fascists,check,1
fascists,check,think,1
check,think,country,1
think,country,party,1
country,party,congress,1
party,congress,rajasthan,1
congress,rajasthan,win,1
rajasthan,win,wins,1
win,wins,haryana,1
wins,haryana,seat,1
haryana,seat,points,1
congress,dumped,mr,1
dumped,mr,next,1
mr,next,peoples,1
next,peoples,turn,1
peoples,turn,continues,1
turn,continues,image,1
predicts,times,nowvmr,1
youth,unemployment,farmers,1
think,three,cornered,1
door.till,merrygoround,congress,1
congress,must,end,1
scenario,nurtured,country,1
nurtured,country,duo,1
country,duo,amit,1
duo,amit,shah,1
amit,shah,narendra,1
shah,narendra,modi,1
narendra,modi,ensure,1
modi,ensure,defeat,1
ensure,defeat,think,1
defeat,think,congress,1
think,congress,win,1
congress,win,margin,1
win,margin,expectations,1
political,party,supporters,1
party,supporters,deep,1
supporters,deep,know,1
deep,know,neither,1
know,neither,congress,1
merrygoround,congress,must,1
shows,door.till,merrygoround,1
unemployment,farmers,distress,1
time,shows,door.till,1
farmers,distress,two,1
distress,two,factors,1
two,factors,watch,1
factors,watch,forthcoming,1
watch,forthcoming,elections,1
forthcoming,elections,needless,1
elections,needless,say,1
needless,say,theyre,1
say,theyre,apart,1
theyre,apart,caste,1
apart,caste,factor,1
see,vote,whoever,1
vote,whoever,wants,1
national,parties,reached,1
parties,reached,nadir,1
reached,nadir,political,1
nadir,political,discourse,1
political,discourse,time,1
discourse,time,shows,1
three,cornered,context,1
especially,think,three,1
dear,friends,supporting,1
retain,power,loosening,1
loosening,purse,strings,1
purse,strings,election,1
strings,election,year,1
election,year,looters,1
year,looters,gain,1
looters,gain,control,1
nri’s,govt,prefer,1
govt,prefer,india,1
parties,greater,years,1
greater,years,time,1
years,time,adopt,1
time,adopt,empower,1
adopt,empower,states,1
empower,states,decentralize,1
states,decentralize,power,1
decentralize,power,govt,1
power,govt,closer,1
govt,closer,people,1
closer,people,simple,1
power,loosening,purse,1
it’s,retain,power,1
simple,effective,ideas,1
salivating,it’s,retain,1
friends,supporting,dont,1
supporting,dont,get,1
dont,get,fooled,1
get,fooled,jumlas,1
fooled,jumlas,cofounder,1
jumlas,cofounder,wash,1
cofounder,wash,dirty,1
wash,dirty,hands,1
dirty,hands,joining,1
hands,joining,others,1
fiscal,deficit,inflation,1
deficit,inflation,improved,1
inflation,improved,tax/gdp,1
improved,tax/gdp,ratio,1
tax/gdp,ratio,treasury,1
ratio,treasury,full,1
treasury,full,congress,1
full,congress,salivating,1
congress,salivating,it’s,1
people,simple,effective,1
vote,election,go,1
opposition,especially,think,1
vote,want,vote,1
sure,win,sorry,1
win,sorry,luck,1
sorry,luck,next,1
luck,next,time,1
loot,years,attractive,1
years,attractive,slashed,1
attractive,slashed,prices,1
slashed,prices,tax,1
prices,tax,months,1
tax,months,let,1
months,let,election,1
let,election,drama,1
im,loving,tweet,1
loving,tweet,fight,1
tweet,fight,congress,1
fight,congress,need,1
congress,need,popcorn,1
lesson,congress,opposition,1
congress,opposition,especially,1
make,sure,win,1
never,vote,want,1
election,go,nota🔔🔔,1
vote,never,vote,1
politically,correct,pretty,1
correct,pretty,surprised,1
pretty,surprised,made,1
surprised,made,politically,1
made,politically,well,1
politically,well,practically,1
well,practically,correct,1
practically,correct,please,1
correct,please,ignore,1
please,ignore,focus,1
narendra,modi,win,1
modi,win,pm,1
win,pm,elections,1
someone,please,help,1
please,help,getting,1
help,getting,confusion,1
getting,confusion,want,1
confusion,want,vote,1
want,vote,never,1
either,take,action,1
govt,either,take,1
win,govt,either,1
margin,massive,set,1
set,congress,read,1
congress,read,story,1
wins,jind,votes,1
shows,nail,fight,1
promised,anna,hazare,1
anna,hazare,congress,1
hazare,congress,power,1
advantage,lok,polls,1
lok,polls,congress,1
polls,congress,might,1
congress,might,get,1
lok,polls,us,1
polls,us,intelligence,1
us,intelligence,report,1
intelligence,report,warns,1
report,warns,communal,1
warns,communal,violence,1
communal,violence,stresses,1
violence,stresses,hindu,1
massive,set,congress,1
massive,margin,massive,1
hindu,nationalism,via,1
lost,massive,margin,1
giving,clear,indication,1
clear,indication,party,1
indication,party,incite,1
party,incite,communal,1
incite,communal,vio…,1
leader,congress,lok,1
congress,lok,friday,1
lok,friday,termed,1
friday,termed,election,1
termed,election,manifesto,1
election,manifesto,accused,1
ruling,dispensation,voters,1
dispensation,voters,ahead,1
ahead,wins,prestige,1
wins,prestige,fight,1
prestige,fight,congress,1
fight,congress,heavyweight,1
congress,heavyweight,lost,1
heavyweight,lost,massive,1
stresses,hindu,nationalism,1
congress,may,end,1
murdering,wife,giving,1
check,participate,polls,1
polls,instant,polls,1
instant,polls,trends,1
polls,trends,india,1
trends,india,follow,1
india,follow,handle,1
whats,outrageous,congress,1
outrageous,congress,used,1
congress,used,profanities,1
used,profanities,pm,1
profanities,pm,even,1
pm,even,spared,1
even,spared,talk,1
spared,talk,nonsense,1
talk,nonsense,interactions,1
time,stood,reclaim,1
stood,reclaim,country,1
reclaim,country,clutches,1
country,clutches,tyrannical,1
clutches,tyrannical,corporate,1
participate,polls,instant,1
please,check,participate,1
may,end,helping,1
power,please,check,1
end,helping,expense,1
helping,expense,alliance,1
expense,alliance,dividing,1
alliance,dividing,muslim,1
dividing,muslim,votes,1
muslim,votes,gaining,1
votes,gaining,prominent,1
gaining,prominent,support,1
prominent,support,take,1
aapka,gas,niklega,1
gas,niklega,aur,1
niklega,aur,hawa,1
recent,report,anticipates,1
report,anticipates,communal,1
anticipates,communal,violence,1
communal,violence,risk,1
violence,risk,comes,1
risk,comes,power,1
comes,power,please,1
wife,giving,clear,1
accused,murdering,wife,1
corporate,serving,antipeople,1
photo,narendra,modi,1
union,min,says,1
min,says,opposition,1
says,opposition,unity,1
unity,coming,work,1
coming,work,progress,1
work,progress,feels,1
progress,feels,two,1
feels,two,parties,1
two,parties,included,1
parties,included,alliance,1
included,alliance,would,1
alliance,would,finished,1
would,finished,game,1
congress,contest,seven,1
contest,seven,lok,1
seats,delhi,sheila,1
delhi,sheila,dikshit,1
jd(u,leader,rishi,1
leader,rishi,mishra,1
former,union,min,1
power,photo,narendra,1
mishra,quits,party,1
takes,power,photo,1
cm,said,read,1
said,read,morning,1
read,morning,standard,1
morning,standard,stories,1
says,samajwadi,party,1
samajwadi,party,opposition,1
party,opposition,unity,1
unity,coming,progress”,1
coming,progress”,feels,1
progress”,feels,congress,1
feels,congress,included,1
congress,included,alliance,1
mean,really,qualifications,1
really,qualifications,except,1
qualifications,except,gandhi,1
except,gandhi,media,1
gandhi,media,hs,1
media,hs,gone,1
hs,gone,tizzy,1
rishi,mishra,quits,1
quits,party,joins,1
tharoor,accused,murdering,1
mishra,grandson,late,1
late,congress,leader,1
congress,leader,lalit,1
leader,lalit,narayan,1
lalit,narayan,mishra,1
agree,take,seats,1
take,seats,aiudf,1
seats,aiudf,add,1
aiudf,add,congress,1
add,congress,tally,1
congress,tally,aiudfs,1
tally,aiudfs,voters,1
aiudfs,voters,switching,1
voters,switching,congress,1
switching,congress,congress,1
congress,congress,seats,1
congress,seats,aiudf,1
congress,mp,shashi,1
mp,shashi,tharoor,1
shashi,tharoor,accused,1
grandson,late,congress,1
says,mishra,grandson,1
party,joins,congress,1
reallied,says,mishra,1
joins,congress,said,1
congress,said,remain,1
said,remain,alliance,1
remain,alliance,included,1
ruling,jdu,mlc,1
jdu,mlc,former,1
mlc,former,mla,1
former,mla,rishi,1
mla,rishi,mishra,1
rishi,mishra,resigns,1
mishra,resigns,party,1
resigns,party,joins,1
party,joins,feeling,1
joins,feeling,suffocated,1
feeling,suffocated,jdu,1
suffocated,jdu,ever,1
jdu,ever,since,1
ever,since,reallied,1
since,reallied,says,1
tyrannical,corporate,serving,1
serving,antipeople,modi,1
key,win,govt,1
like,gujarat,direct,1
direct,fight,congress,1
fight,congress,ignoring,1
congress,ignoring,state,1
ignoring,state,like,1
state,like,uttar,1
like,uttar,pradesh,1
uttar,pradesh,multiparty,1
pradesh,multiparty,contest,1
multiparty,contest,congress,1
contest,congress,want,1
congress,want,muslims,1
want,muslims,win,1
muslims,win,election,1
challenge,let,pm,1
let,pm,ji,1
pm,ji,minutes,1
ji,minutes,stage,1
minutes,stage,scared,1
stage,scared,darpok,1
gujarat,direct,fight,1
states,like,gujarat,1
darpok,person,said,1
vites,nothing,hindus,1
aap,stop,ot…,1
aap,stop,others,1
stop,others,differ,1
others,differ,look,1
differ,look,data,1
time,go,full,1
go,full,throttle,1
full,throttle,hindu,1
throttle,hindu,offense,1
hindu,offense,playing,1
offense,playing,defense,1
playing,defense,slimy,1
defense,slimy,congress,1
slimy,congress,liars,1
congress,liars,arrest,1
liars,arrest,narrative,1
arrest,narrative,cut,1
narrative,cut,vites,1
cut,vites,nothing,1
scared,darpok,person,1
person,said,congress,1
take,storm,landslide,1
film,hard,still,1
indian,strike,delhi,1
strike,delhi,shameless,1
delhi,shameless,media,1
shameless,media,reluctant,1
media,reluctant,cover,1
reluctant,cover,shame,1
cover,shame,media,1
shame,media,democracy,1
media,democracy,hope,1
democracy,hope,media,1
hope,media,channel,1
media,channel,last,1
channel,last,cover,1
last,cover,yuva,1
cover,yuva,right,1
yuva,right,years,1
going,use,also,1
use,also,key,1
also,key,win,1
hard,still,exist,1
filmstar,film,hard,1
said,congress,president,1
duty,filmstar,film,1
congress,president,sounding,1
nearly,pc,ujjwala,1
pc,ujjwala,yojana,1
ujjwala,yojana,come,1
yojana,come,second,1
come,second,refill,1
second,refill,dharmendra,1
refill,dharmendra,pradhan,1
cutting,fund,delhi,1
fund,delhi,pollution,1
delhi,pollution,sign,1
pollution,sign,party,1
sign,party,air,1
party,air,even,1
air,even,oppose,1
countey,politician,advertisement,1
politician,advertisement,achievement,1
advertisement,achievement,duty,1
achievement,duty,filmstar,1
storm,landslide,victory,1
opportunity,take,storm,1
antipeople,modi,led,1
central,parties,like,1
like,whenever,disaster,1
whenever,disaster,comes,1
disaster,comes,north,1
comes,north,indian,1
north,indian,politcal,1
indian,politcal,leaders,1
politcal,leaders,helping,1
leaders,helping,visiting,1
helping,visiting,tn,1
visiting,tn,disaster,1
delhi,twoway,fight,1
twoway,fight,aap,1
fight,aap,congress,1
aap,congress,aap,1
congress,aap,eventually,1
aap,eventually,win,1
eventually,win,seats,1
win,seats,lose,1
seats,lose,securities,1
parties,like,whenever,1
without,central,parties,1
securities,rahat,fateh,1
individually,without,central,1
modi,led,government,1
led,government,people,1
government,people,india,1
victory,could,depend,1
could,depend,congress,1
depend,congress,party’s,1
congress,party’s,polarise,1
party’s,polarise,muslim,1
polarise,muslim,vote,1
muslim,vote,invoking,1
vote,invoking,favourite,1
invoking,favourite,weapon,1
favourite,weapon,secularism’,1
weapon,secularism’,take,1
tamil,nadu,political,1
nadu,political,parties,1
political,parties,contest,1
parties,contest,individually,1
contest,individually,without,1
lose,securities,rahat,1
rahat,fateh,ali,1
great,opportunity,take,1
lgake,apna,hi,1
hi,nuksan,kr,1
nuksan,kr,rhe,1
kr,rhe,ho,1
rhe,ho,want,1
ho,want,result,1
want,result,otherwise,1
result,otherwise,ready,1
otherwise,ready,result,1
indian,people,voted,1
people,voted,answer,1
voted,answer,stop,1
answer,stop,making,1
stop,making,tall,1
making,tall,claims,1
tall,claims,allegations,1
exposing,misdeeds,misgovernance,1
misdeeds,misgovernance,congress,1
misgovernance,congress,great,1
congress,great,opportunity,1
apna,hi,nuksan,1
hold,lgake,apna,1
fateh,ali,khan,1
pr,hold,lgake,1
ali,khan,rajghat,1
continues,attack,mla,1
attack,mla,calls,1
case,stooges,like,1
stooges,like,create,1
like,create,hype,1
create,hype,congress,1
hype,congress,false,1
congress,false,illusions,1
false,illusions,check,1
illusions,check,mp,1
elections,congress,leader,1
congress,leader,priyanka,1
leader,priyanka,gandhi,1
priyanka,gandhi,login,1
gandhi,login,twitter,1
login,twitter,accounts,1
twitter,accounts,soon,1
pr,hold,lgake…,1
neither,congress,fool,1
congress,fool,proof.while,1
fool,proof.while,supporting,1
regional,parties,planning,1
planning,limit,single,1
limit,single,digits,1
single,digits,looks,1
digits,looks,like,1
like,congress,contest,1
congress,contest,one,1
contest,one,two,1
two,seats,talks,1
seats,talks,underway,1
alliances,alliance,congress,1
alliance,congress,opposition,1
opposition,parties,alliance,1
parties,alliance,dept,1
alliance,dept,enforcement,1
dept,enforcement,directorate,1
enforcement,directorate,election,1
directorate,election,commission,1
election,commission,niti,1
commission,niti,ayog,1
parties,planning,limit,1
though,regional,parties,1
ayog,press,gods,1
respectively,though,regional,1
uneasy,proposed,alliance,1
proposed,alliance,opposition,1
alliance,opposition,parties,1
opposition,parties,modi,1
parties,modi,time,1
modi,time,show,1
time,show,people,1
show,people,achieved,1
people,achieved,rather,1
achieved,rather,opposition,1
rather,opposition,government,1
respectively,though,regional…,1
tn,contest,equal,1
contest,equal,seats,1
equal,seats,congress,1
seats,congress,contests,1
congress,contests,senior,1
contests,senior,leader,1
senior,leader,will…,1
niti,ayog,press,1
press,gods,never,1
version,vote,ji,1
said,record,statement,1
statement,complainant,leader,1
complainant,leader,january,1
leader,january,complaint,1
jd(s,reportedly,planning,1
reportedly,planning,lure,1
planning,lure,mlas,1
lure,mlas,weaken,1
mlas,weaken,polls,1
weaken,polls,jd(s,1
polls,jd(s,likely,1
jd(s,likely,get,1
likely,get,support,1
would,choose,comment,1
polls,far,voters,1
far,voters,watching,1
voters,watching,attitude,1
watching,attitude,closely,1
attitude,closely,one,1
closely,one,reasons,1
record,statement,complainant,1
verge,sell,privacy,1
gods,never,sanyasis,1
parties,verge,sell,1
never,sanyasis,cow,1
since,political,atmosphere,1
political,atmosphere,india,1
atmosphere,india,heres,1
india,heres,simple,1
heres,simple,poll,1
simple,poll,wholl,1
poll,wholl,win,1
wholl,win,elections,1
parties,planning,get,1
planning,get,money,1
get,money,taxing,1
money,taxing,money,1
taxing,money,printing,1
money,printing,whichever,1
printing,whichever,way,1
whichever,way,linked,1
way,linked,parties,1
linked,parties,verge,1
feeling,uneasy,proposed,1
see,version,vote,1
reasons,losing,polls,1
winning,seats,house,1
house,followed,congressled,1
followed,congressled,upa,1
congressled,upa,seats,1
upa,seats,others,1
seats,others,seats,1
never,thought,would,1
thought,would,stoop,1
would,stoop,low,1
stoop,low,gain,1
low,gain,power,1
gain,power,soulless,1
whatever,shows,quality,1
shows,quality,cheap,1
quality,cheap,politician.this,1
cheap,politician.this,act,1
politician.this,act,shows,1
act,shows,unfit,1
shows,unfit,remain,1
unfit,remain,doom,1
seats,house,followed,1
nda,winning,seats,1
election,appeasement,politics,1
lok,nda,winning,1
india,last,four,1
last,four,decades,1
four,decades,nsso,1
decades,nsso,survey,1
reuters,india,says,1
india,says,govt,1
says,govt,withheld,1
govt,withheld,factual,1
withheld,factual,unemployment,1
factual,unemployment,report,1
times,nowvmr,opinion,1
nowvmr,opinion,survey,1
opinion,survey,upcoming,1
survey,upcoming,general,1
upcoming,general,election,1
general,election,predicted,1
election,predicted,hung,1
predicted,hung,lok,1
hung,lok,nda,1
fact,election,appeasement,1
appeasement,politics,feature,1
forces,says,pm,1
pehle,se,dar,1
dar,gai,yeh,1
gai,yeh,hizko,1
yeh,hizko,ki,1
hizko,ki,gang,1
ki,gang,phir,1
gang,phir,se,1
scriptures,clearly,tells,1
clearly,tells,us,1
tells,us,happened,1
us,happened,weapons,1
happened,weapons,past,1
weapons,past,perfectly,1
past,perfectly,timed,1
perfectly,timed,pitfall,1
timed,pitfall,ghandy,1
pitfall,ghandy,family,1
live,congress,disrespected,1
congress,disrespected,forces,1
disrespected,forces,says,1
se,dar,gai,1
se,pehle,se,1
politics,feature,used,1
hypocrites,se,pehle,1
feature,used,congress,1
used,congress,use,1
congress,use,woww,1
use,woww,effect,1
woww,effect,great,1
effect,great,narendra,1
great,narendra,modi,1
false,actually,vs,1
actually,vs,rest,1
since,gutter,people,1
gutter,people,showed,1
people,showed,real,1
showed,real,face,1
real,face,thanks,1
face,thanks,government,1
thanks,government,hardhitting,1
government,hardhitting,socalled,1
hardhitting,socalled,hypocrites,1
socalled,hypocrites,se,1
one,reasons,losing,1
losing,polls,arrogance,1
rate,highest,india,1
among,contenders,janata,1
janata,party,janata,1
party,janata,dal,1
confused,said,yesterday,1
said,yesterday,full,1
yesterday,full,majority,1
full,majority,govts,1
majority,govts,states,1
govts,states,said,1
states,said,today,1
said,today,allowing,1
today,allowing,govt,1
jittery,cold,ht…,1
dailyo_,polls,seatsharing,1
akhilesh,yadav,announces,1
yadav,announces,seat,1
announces,seat,sharing,1
seat,sharing,polls,1
sharing,polls,et,1
polls,et,nows,1
contenders,janata,party,1
war,among,contenders,1
nows,says,represents,1
tug,war,among,1
par,pakad,kar,1
pakad,kar,li,1
kar,li,hai,1
li,hai,aur,1
hai,aur,kynki,1
aur,kynki,ke,1
kynki,ke,election,1
ke,election,hai,1
election,hai,mp,1
hai,mp,se,1
mp,se,atleast,1
se,atleast,majority,1
atleast,majority,se,1
majority,se,ayegi,1
general,elections,months,1
elections,months,ahead,1
months,ahead,political,1
ahead,political,tug,1
political,tug,war,1
et,nows,says,1
says,represents,onesixth,1
north,east,par,1
majority,house,seven,1
regional,ragas,latest,1
ragas,latest,new,1
latest,new,delhi’s,1
new,delhi’s,political,1
delhi’s,political,drawing,1
political,drawing,rooms,1
drawing,rooms,current,1
rooms,current,form,1
current,form,national,1
form,national,parties,1
national,parties,ruling,1
parties,ruling,janata,1
ruling,janata,party,1
theres,quite,people,1
quite,people,parliment,1
people,parliment,need,1
parliment,need,sorting,1
need,sorting,lets,1
sorting,lets,start,1
house,seven,voted,1
twothirds,majority,house,1
represents,onesixth,lok,1
votes,twothirds,majority,1
onesixth,lok,seats,1
lok,seats,hence,1
seats,hence,numerous,1
hence,numerous,reasons,1
numerous,reasons,worry,1
reasons,worry,alliance,1
worry,alliance,meanwhile,1
alliance,meanwhile,congress,1
meanwhile,congress,insignificant,1
congress,insignificant,player,1
alliance,finalized,seats,1
finalized,seats,even,1
seats,even,without,1
even,without,truck,1
without,truck,esp,1
ordinace,passed,government,1
quota,rajya,passed,1
rajya,passed,votes,1
passed,votes,twothirds,1
east,par,pakad,1
years,north,east,1
polls,arrogance,learn,1
country,must,choose,1
choose,new,candidate,1
new,candidate,seats,1
rjd,leader,indicated,1
leader,indicated,party,1
indicated,party,may,1
party,may,dump,1
may,dump,elections,1
dump,elections,even,1
elections,even,expressed,1
even,expressed,confidence,1
expressed,confidence,alliance,1
confidence,alliance,wipe,1
equal,share,seats,1
share,seats,made,1
seats,made,congress,1
made,congress,stand,1
congress,stand,alone,1
stand,alone,sp,1
alone,sp,others,1
must,choose,new,1
state,country,must,1
survive,well,polls,1
first,state,country,1
arrogance,learn,improve,1
learn,improve,forget,1
improve,forget,general,1
forget,general,new,1
general,new,guys,1
new,guys,time,1
guys,time,sad,1
denies,game,karnataka,1
game,karnataka,says,1
karnataka,says,within,1
says,within,congress,1
fdi,foreign,direct,1
foreign,direct,investment,1
direct,investment,credits,1
field,umesh,jadh…,1
field,umesh,jadhav,1
umesh,jadhav,mp,1
jadhav,mp,seat,1
rajasthan,first,state,1
sp,others,inc,1
well,polls,seatsharing,1
pichle,years,north,1
