W1,W2,W3,W4,F
adjourned,till,noon,wednesday,1
till,noon,wednesday,amid,1
noon,wednesday,amid,sloganeering,1
wednesday,amid,sloganeering,protests,1
momentum,rahul,gandhi,join,1
halts,momentum,rahul,gandhi,1
juggernaut,halts,momentum,rahul,1
gandhi,winning,perception,war,1
free,loan,waiver,fools,1
loan,waiver,fools,vote,1
none,modi,whos,failing,1
flip,flop,rahul,gandhi,1
juggernaut,halts,momentum,rahul…,1
need,kamal,nath,editors,1
kamal,nath,editors,guild,1
nath,editors,guild,india,1
complementing,congress,party,three,1
congress,party,three,elections,1
party,three,elections,says,1
three,elections,says,national,1
elections,says,national,spokesperso…,1
legitimate,question,congress,president,1
question,congress,president,rahul,1
president,rahul,gandhi,winning,1
rahul,gandhi,winning,perception,1
amid,sloganeering,protests,aiadmk,1
protests,aiadmk,congress,tdp,1
chair,kharge,given,chance,1
mukt,free,following,mizoram,1
look,crops,destroyed,quits,1
crops,destroyed,quits,adjourned,1
destroyed,quits,adjourned,day,1
quits,adjourned,day,many,1
cm,said,northeast,congress,1
said,northeast,congress,mukt,1
northeast,congress,mukt,free,1
congress,mukt,free,following,1
free,following,mizoram,polls,1
aiadmk,congress,tdp,various,1
multiple,times,inside,ri…,1
multiple,times,inside,rising,1
times,inside,rising,gesticulating,1
inside,rising,gesticulating,shouting,1
rising,gesticulating,shouting,towards,1
gesticulating,shouting,towards,chair,1
shouting,towards,chair,kharge,1
towards,chair,kharge,given,1
jago,chor,netao,se,1
hindustani,jago,chor,netao,1
jago,hindustani,jago,chor,1
per,jago,hindustani,jago,1
congress,tdp,various,issues,1
state,may,eanded,reshuffled,1
may,eanded,reshuffled,dec,1
eanded,reshuffled,dec,get,1
india,doomed,selfish,idiots,1
doomed,selfish,idiots,vote,1
selfish,idiots,vote,power,1
shameless,politicians,day,work,1
politicians,day,work,parliament,1
day,work,parliament,looting,1
work,parliament,looting,enjoying,1
parliament,looting,enjoying,money,1
looting,enjoying,money,every,1
enjoying,money,every,day,1
money,every,day,per,1
every,day,per,jago,1
day,per,jago,hindustani,1
high,court,kohli,sikhs,1
kohli,sikhs,kl,rahul,1
apology,rahul,gandhi,rafale,1
sources,said,talks,currently,1
ahead,today’s,parliament,session,1
today’s,parliament,session,follow,1
parliament,session,follow,updates,1
forthcoming,elections,question,wil…,1
forthcoming,elections,question,others,1
elections,question,others,also,1
question,others,also,follow,1
elections,sources,said,talks,1
appeals,field,candidates,th…,1
notices,issue,ahead,today’s,1
wholesole,equally,work,hard,1
equally,work,hard,along,1
work,hard,along,maximum,1
hard,along,maximum,seat,1
along,maximum,seat,still,1
maximum,seat,still,agree,1
seat,still,agree,name,1
still,agree,name,cm,1
issue,ahead,today’s,parliament,1
motion,notices,issue,ahead,1
sikhs,kl,rahul,vishnu,1
demand,apology,live,updates,1
elained,jagatguru,tatvadarshi,ji,1
jagatguru,tatvadarshi,ji,creator,1
tatvadarshi,ji,creator,universe,1
ji,creator,universe,must,1
creator,universe,must,watch,1
universe,must,watch,sadhanatv,1
mps,demand,apology,over…,1
mps,demand,apology,live,1
seeking,permission,moving,privilege,1
adjournment,motion,notices,issue,1
permission,moving,privilege,motion,1
moving,privilege,motion,pm,1
mp,sunil,jakhar,given,1
sunil,jakhar,given,privilege,1
jakhar,given,privilege,motion,1
mp,given,privilege,motion,1
prime,minister,issue,file,1
minister,issue,file,pic,1
agree,name,cm,alone,1
name,cm,alone,make,1
cm,alone,make,produce,1
see,psychologically,slapping,confident,1
waste,lot,money,nation,1
lot,money,nation,said,1
money,nation,said,desh,1
nation,said,desh,ka,1
said,desh,ka,chaukidar,1
desh,ka,chaukidar,chor,1
ka,chaukidar,chor,hai,1
good,see,psychologically,slapping,1
psychologically,slapping,confident,shameless,1
alone,make,produce,max,1
slapping,confident,shameless,liar,1
confident,shameless,liar,parliament,1
shameless,liar,parliament,elore,1
liar,parliament,elore,disciplinary,1
parliament,elore,disciplinary,action,1
elore,disciplinary,action,lying,1
govt,seeks,apology,rahul,1
seeks,apology,rahul,gandhi,1
time,waste,lot,money,1
lot,time,waste,lot,1
waste,lot,time,waste,1
inc,waste,lot,time,1
make,produce,max,seats,1
appeals,field,candidates,segments,1
field,candidates,segments,nation,1
candidates,segments,nation,crucial,1
segments,nation,crucial,polls,1
nation,crucial,polls,order,1
crucial,polls,order,day,1
well,great,choice,workers,1
great,choice,workers,threatening,1
choice,workers,threatening,cut,1
workers,threatening,cut,amazing,1
threatening,cut,amazing,change,1
cut,amazing,change,voted,1
rahul,gandhi,say,sorry,1
gandhi,say,sorry,inc,1
say,sorry,inc,waste,1
sorry,inc,waste,lot,1
prime,ministerial,candidate,grouping,1
name,congress,president,rahul,1
proposed,name,congress,president,1
pcc,president,telangana,full,1
proven,holy,scriptures,sant,1
holy,scriptures,sant,rampalji,1
scriptures,sant,rampalji,god,1
sant,rampalji,god,watch,1
rampalji,god,watch,sadhna,1
god,watch,sadhna,tv,1
modi,would,service,at…,1
next,pcc,president,telangana,1
president,telangana,full,video,1
oath,office,governor,patel,1
congress,veteran,sworn,chief,1
veteran,sworn,chief,minister,1
sworn,chief,minister,ninetime,1
chief,minister,ninetime,chhindwara,1
minister,ninetime,chhindwara,mp,1
ninetime,chhindwara,mp,administered,1
chhindwara,mp,administered,oath,1
mp,administered,oath,office,1
he?it,proven,holy,scriptures,1
one,he?it,proven,holy,1
god,one,he?it,proven,1
kohli,god,one,he?it,1
kl,rahul,vishnu,mahesh,1
rahul,vishnu,mahesh,complete,1
vishnu,mahesh,complete,god,1
mahesh,complete,god,complete,1
complete,god,complete,god,1
god,complete,god,know,1
complete,god,know,proof,1
god,know,proof,watch,1
zero,hour,speaker,said,1
hour,speaker,said,received,1
speaker,said,received,notice,1
said,received,notice,privilege,1
received,notice,privilege,motion,1
notice,privilege,motion,matter,1
privilege,motion,matter,consideration,1
high,court,kohli,god,1
court,kohli,god,one,1
administered,oath,office,governor,1
office,governor,patel,maidan,1
stalin,proposed,name,congress,1
passage,consideration,pass,without,1
led,government,transgender,persons,1
government,transgender,persons,protection,1
transgender,persons,protection,rights,1
persons,protection,rights,currently,1
protection,rights,currently,discussed,1
rights,currently,discussed,passage,1
currently,discussed,passage,consideration,1
discussed,passage,consideration,pass,1
consideration,pass,without,house,1
issue,motion,moved,anurag,1
pass,without,house,great,1
without,house,great,good,1
captain,stand,kamlnath,congresi,1
stand,kamlnath,congresi,stand,1
kamlnath,congresi,stand,congress,1
congresi,stand,congress,election,1
dmk,president,stalin,proposed,1
president,stalin,proposed,name,1
another,led,government,transgender,1
gandhis,modi,rahuls,profile,1
attacking,gandhis,modi,rahuls,1
feel,attacking,gandhis,modi,1
motion,moved,anurag,thakur,1
moved,anurag,thakur,ani,1
issue,motion,moved,file,1
motion,moved,file,pic,1
modi,would,service,current,1
would,service,current,seats,1
service,current,seats,congress,1
current,seats,congress,doesnt,1
seats,congress,doesnt,deserve,1
congress,doesnt,deserve,treated,1
doesnt,deserve,treated,opposition,1
deserve,treated,opposition,mascot,1
treated,opposition,mascot,already,1
opposition,mascot,already,many,1
mascot,already,many,feel,1
already,many,feel,attacking,1
many,feel,attacking,gandhis,1
today,wouldnt,defeat,wont,1
defeat,wont,win,amethi,1
national,desk,announce,tieup,1
delhi,photo,credit,ani,1
dont,think,leaving,even,1
think,leaving,even,communalising,1
leaving,even,communalising,politics,1
giant,clock,counting,end,1
clock,counting,end,vasundhara,1
counting,end,vasundhara,raje,1
end,vasundhara,raje,government,1
residence,delhi,photo,credit,1
photo,credit,ani,track,1
outside,residence,dont,think,1
five,states,resurgence,cards,1
states,resurgence,cards,looking,1
resurgence,cards,looking,forward,1
cards,looking,forward,results,1
looking,forward,results,youngest,1
forward,results,youngest,state,1
results,youngest,state,feels,1
youngest,state,feels,calm,1
residence,dont,think,leaving,1
hawan,outside,residence,dont,1
show,congress,ashok,gehlot,1
vasundhara,raje,leads,congress,1
congress,hq,delhi,track,1
hq,delhi,track,live,1
live,updates,read,photo,1
updates,read,photo,credit,1
read,photo,credit,ani,1
fight,madhya,pradesh,electionrelated,1
madhya,pradesh,electionrelated,news,1
pradesh,electionrelated,news,follow,1
raje,leads,congress,manvendra,1
congress,hawan,outside,residence,1
leads,congress,manvendra,singh,1
congress,manvendra,singh,jhalrapatan,1
manvendra,singh,jhalrapatan,track,1
singh,jhalrapatan,track,live,1
jhalrapatan,track,live,updates,1
leading,followed,congress,evm,1
followed,congress,evm,trends,1
congress,evm,trends,started,1
state,feels,calm,follow,1
single,netaji,arrived,congress,1
netaji,arrived,congress,hq,1
win”,prannoy,roy’s,analysis,1
tdp,counting,votes,soon,1
counting,votes,soon,live,1
votes,soon,live,updates,1
rajasthan,needs,least,swing,1
needs,least,swing,votes,1
least,swing,votes,win”,1
swing,votes,win”,prannoy,1
votes,win”,prannoy,roy’s,1
prannoy,roy’s,analysis,watch,1
arrived,congress,hq,raipur,1
roy’s,analysis,watch,live,1
analysis,watch,live,ndtv,1
counting,votes,minutes,catch,1
votes,minutes,catch,action,1
minutes,catch,action,ndtv,1
courtesy,ani,watch,live…,1
courtesy,ani,watch,live,1
confident,congress,rajasthan,win,1
congress,tdp,counting,votes,1
challenge,congress,tdp,counting,1
faces,challenge,congress,tdp,1
power,faces,challenge,congress,1
congress,hq,raipur,decorations,1
hq,raipur,decorations,put,1
raipur,decorations,put,though,1
decorations,put,though,congress,1
put,though,congress,playing,1
though,congress,playing,cautious,1
congress,playing,cautious,reports,1
playing,cautious,reports,friend,1
outside,chief,ministers,office,1
chief,ministers,office,chandrashekar,1
ministers,office,chandrashekar,rao,1
office,chandrashekar,rao,seeking,1
chandrashekar,rao,seeking,second,1
rao,seeking,second,term,1
seeking,second,term,power,1
second,term,power,faces,1
term,power,faces,challenge,1
congress,ashok,gehlot,leading,1
trends,show,congress,ashok,1
trends,show,congress’,lal,1
early,anything,said,pm,1
crowded,election,control,room,1
election,control,room,inside,1
control,room,inside,congress,1
room,inside,congress,headquarters,1
inside,congress,headquarters,raipur,1
congress,early,trends,early,1
early,trends,early,anything,1
trends,early,anything,said,1
anything,said,pm,leads,1
finally,getting,crowded,election,1
said,pm,leads,postal,1
pm,leads,postal,come,1
leads,postal,come,till,1
postal,come,till,confident,1
come,till,confident,madhya,1
till,confident,madhya,pradesh,1
confident,madhya,pradesh,congress,1
madhya,pradesh,congress,form,1
getting,crowded,election,control,1
shukla,congress,leading,constituency,1
patakkas,leads,keep,tracking,1
criminal,cases,interesting,facts,1
congress’,lal,thanhawla,leading,1
zpms,lalduhoma,trailing,track,1
lalduhoma,trailing,track,live,1
trailing,track,live,updates,1
alert,congress,pulls,ahead,1
congress,pulls,ahead,three,1
pulls,ahead,three,states,1
candidates,criminal,cases,interesting,1
cases,interesting,facts,like,1
karuna,shukla,congress,leading,1
interesting,facts,like,follow,1
chief,minister,raman,singh,1
minister,raman,singh,pm,1
raman,singh,pm,vajpyees,1
singh,pm,vajpyees,niece,1
pm,vajpyees,niece,karuna,1
vajpyees,niece,karuna,shukla,1
niece,karuna,shukla,congress,1
pradesh,congress,form,government,1
key,congress,candidates,heres,1
congress,candidates,heres,faring,1
congress,ahead,rajasthan,trs,1
tense,reporters,simply,hungry,1
reporters,simply,hungry,right,1
simply,hungry,right,outside,1
hungry,right,outside,congress,1
right,outside,congress,office,1
congress,sachin,pilot,leads,1
sachin,pilot,leads,tonk,1
pilot,leads,tonk,show,1
ahead,rajasthan,trs,telangana,1
candidates,heres,faring,constituencies,1
rajasthan,trs,telangana,close,1
trs,telangana,close,madhya,1
telangana,close,madhya,pradesh,1
close,madhya,pradesh,catch,1
full,throttle,congress,rajasthan,1
kachori,emarti,ecofriendly,patakkas,1
emarti,ecofriendly,patakkas,leads,1
ecofriendly,patakkas,leads,keep,1
may,tense,reporters,simply,1
netas,may,tense,reporters,1
house,photo,credit,ani,1
pilots,house,photo,credit,1
heres,faring,constituencies,watch,1
faring,constituencies,watch,live,1
constituencies,watch,live,indepth,1
live,indepth,coverage,track,1
indepth,coverage,track,updates,1
trends,show,leading,tonk,1
show,leading,tonk,credit,1
leading,tonk,credit,ani,1
tonk,credit,ani,live,1
credit,ani,live,updates,1
started,congress,headquarters,new,1
congress,headquarters,new,delhi,1
mood,outside,state,congress,1
outside,state,congress,chief,1
state,congress,chief,sachin,1
chief,sachin,pilots,house,1
sachin,pilots,house,photo,1
congress,rajasthan,win,answered,1
rajasthan,win,answered,countdown,1
win,answered,countdown,raje’s,1
priyanka,work,hard,give,1
gandhi,potent,campaigner,make,1
potent,campaigner,make,difference,1
campaigner,make,difference,congress,1
priyanka,gandhi,compared,goddess,1
gandhi,compared,goddess,durga,1
compared,goddess,durga,party,1
strong,opposition,fight,says,1
opposition,fight,says,united,1
work,hard,give,congress,1
mlas,top,selective,meeting,1
hard,give,congress,cm,1
ensuing,simultaneous,elections,state,1
highlevel,committee,consisting,indian,1
committee,consisting,indian,prime,1
consisting,indian,prime,minister,1
indian,prime,minister,chief,1
prime,minister,chief,justice,1
minister,chief,justice,india,1
priyanka,gandhi,potent,campaigner,1
ministers,mlas,top,selective,1
answered,countdown,raje’s,exit,1
kumaraswamy,wants,rahul,gandhi,1
seat,ticket,told,think,1
ticket,told,think,it.,1
told,think,it.,cm,1
think,it.,cm,reports,1
it.,cm,reports,offering,1
cm,reports,offering,join,1
reports,offering,join,congress,1
hd,kumaraswamy,wants,rahul,1
wants,rahul,gandhi,next,1
party,ministers,mlas,top,1
president,chief,try,improve,1
chief,try,improve,party,1
try,improve,party,colleagues,1
improve,party,colleagues,polls,1
party,colleagues,polls,near,1
colleagues,polls,near,party,1
polls,near,party,ministers,1
near,party,ministers,mlas,1
chief,justice,india,leader,1
justice,india,leader,scheduled,1
india,leader,scheduled,meet,1
also,seats,fall,eastern,1
defeat,forthcoming,election,congress,1
forthcoming,election,congress,fear,1
election,congress,fear,defeat,1
congress,fear,defeat,two,1
fear,defeat,two,seats,1
defeat,two,seats,also,1
two,seats,also,seats,1
seats,also,seats,fall,1
moral,congress,upcoming,polls,1
leader,scheduled,meet,thursday,1
well,case,silver,lining,1
case,silver,lining,sonia,1
silver,lining,sonia,won’t,1
lining,sonia,won’t,august,1
sonia,won’t,august,cold,1
won’t,august,cold,comfort,1
august,cold,comfort,actually,1
cold,comfort,actually,since,1
seats,defeat,forthcoming,election,1
rae,seats,defeat,forthcoming,1
amethi,rae,seats,defeat,1
save,amethi,rae,seats,1
scheduled,meet,thursday,decide,1
meet,thursday,decide,new,1
wont,stop,gets,defeated,1
stop,gets,defeated,govt,1
gets,defeated,govt,gets,1
defeated,govt,gets,elected,1
refugees,etc,know,may,1
etc,know,may,vote,1
know,may,vote,hence,1
may,vote,hence,want,1
vote,hence,want,also,1
hence,want,also,included,1
want,also,included,make,1
also,included,make,sickular,1
included,make,sickular,though,1
make,sickular,though,passed,1
main,save,amethi,rae,1
polls,seat,ticket,told,1
contest,polls,seat,ticket,1
offered,contest,polls,seat,1
every,election,cast,vote,1
good,woman,rahul,ji,1
woman,rahul,ji,accepted,1
rahul,ji,accepted,can’t,1
ji,accepted,can’t,politics,1
politics,alone,taking,help,1
taking,help,good,thing,1
voters,country,every,election,1
country,every,election,cast,1
election,cast,vote,election,1
money,congress,loot,let,1
cast,vote,election,commission,1
vote,election,commission,spend,1
election,commission,spend,huge,1
commission,spend,huge,money,1
spend,huge,money,conduct,1
huge,money,conduct,give,1
money,conduct,give,money,1
conduct,give,money,congress,1
speaker,good,woman,rahul,1
contest,upcoming,election,candidate,1
offer,contest,upcoming,election,1
received,offer,contest,upcoming,1
countdown,raje’s,exit,put,1
raje’s,exit,put,right,1
exit,put,right,outside,1
put,right,outside,state,1
right,outside,state,offic…,1
ji,contesting,elections,called,1
contesting,elections,called,playing,1
elections,called,playing,shooting,1
called,playing,shooting,oneself,1
playing,shooting,oneself,foot,1
shooting,oneself,foot,unfortunately,1
former,chief,minister,madhya,1
minister,madhya,pradesh,thursday,1
madhya,pradesh,thursday,disclosed,1
pradesh,thursday,disclosed,received,1
thursday,disclosed,received,offer,1
disclosed,received,offer,contest,1
give,money,congress,loot,1
congress,loot,let,country,1
visited,offered,contest,polls,1
former,mla,urges,contest,1
ji,accepted,can’t,alone,1
accepted,can’t,alone,taking,1
can’t,alone,taking,help,1
taking,help,good,"thing.""",1
help,good,"thing.""",speaker,1
contest,three,seats,upcoming,1
three,seats,upcoming,elections,1
seats,upcoming,elections,writes,1
mla,urges,contest,parliamentary,1
loot,let,country,tag,1
urges,contest,parliamentary,constituency,1
contest,parliamentary,constituency,rai,1
parliamentary,constituency,rai,unsuccessfully,1
constituency,rai,unsuccessfully,contested,1
rai,unsuccessfully,contested,polls,1
unsuccessfully,contested,polls,photo,1
contested,polls,photo,ajay,1
polls,photo,ajay,rai,1
woman,ji,accepted,can’t,1
good,woman,ji,accepted,1
right,present,full,congress,1
government,right,present,full,1
time,race,around,days…,1
president,coincided,rallies,announcement,1
coincided,rallies,announcement,making,1
rallies,announcement,making,general,1
announcement,making,general,secretary,1
making,general,secretary,east,1
whats,wrong,taking,help,1
wrong,taking,help,individual,1
taking,help,individual,speaker,1
help,individual,speaker,unlike,1
individual,speaker,unlike,ur,1
speaker,unlike,ur,party,1
unlike,ur,party,taking,1
ur,party,taking,help,1
party,taking,help,involved,1
contest,three,seats,up…,1
modi,government,right,present,1
show,congress’,lal,thanhawla,1
know,rest,even,results,1
wont,win,amethi,idea,1
and/or,independents,counting,days,1
falling,short,seats,mp,1
short,seats,mp,rajasthan,1
seats,mp,rajasthan,theyll,1
mp,rajasthan,theyll,need,1
rajasthan,theyll,need,cpm,1
theyll,need,cpm,and/or,1
need,cpm,and/or,independents,1
cpm,and/or,independents,counting,1
independents,counting,days,recent,1
congress,mood,catch,action,1
counting,days,recent,elections,1
days,recent,elections,close,1
rival,mnf,huge,margin,1
mnf,huge,margin,reports,1
congratulations,well,needed,win,1
well,needed,win,clear,1
needed,win,clear,majority,1
win,clear,majority,rajasthan,1
congress,falling,short,seats,1
delhi,congress,mood,catch,1
opposition,alliance,together,take,1
congress,win,madhya,pradesh,1
together,take,kcr,live,1
take,kcr,live,updates,1
rajasthan,catch,action,follow,1
read,get,fastest,election,1
delhi,congress,mood,catch…,1
kamal,nath,confident,congress,1
nath,confident,congress,win,1
confident,congress,win,madhya,1
win,madhya,pradesh,catch,1
congress,telangana,trs,mizoram,1
rival,mnf,huge,margi…,1
mp,neck,neck,rajasthan,1
neck,neck,rajasthan,chattisgarh,1
neck,rajasthan,chattisgarh,seem,1
rajasthan,chattisgarh,seem,likely,1
chattisgarh,seem,likely,congress,1
seem,likely,congress,telangana,1
likely,congress,telangana,trs,1
clear,majority,rajasthan,chattisgarh,1
majority,rajasthan,chattisgarh,hopefully,1
rajasthan,chattisgarh,hopefully,mp,1
congress,leading,states,cause,1
seats,heres,key,faces,1
heres,key,faces,trs,1
key,faces,trs,faring,1
faces,trs,faring,watch,1
trs,faring,watch,live,1
faring,watch,live,election,1
watch,live,election,coverage,1
none,performance,leading,on…,1
leading,states,cause,given,1
chattisgarh,hopefully,mp,grand,1
states,cause,given,loan,1
cause,given,loan,waiver,1
given,loan,waiver,relook,1
loan,waiver,relook,orop,1
waiver,relook,orop,msp,1
relook,orop,msp,farmers,1
orop,msp,farmers,lowering,1
msp,farmers,lowering,petroleum,1
alliance,seats,heres,key,1
majority,mark,catch,action,1
almost,majority,mark,catch,1
congress,almost,majority,mark,1
hopefully,mp,grand,old,1
mp,grand,old,party,1
grand,old,party,finally,1
old,party,finally,proved,1
party,finally,proved,mettle,1
state,closely,talked,disas…,1
track,live,updates,URL,1
state,closely,talked,disastrous,1
closely,talked,disastrous,ticket,1
talked,disastrous,ticket,party,1
disastrous,ticket,party,caused,1
ticket,party,caused,due,1
party,caused,due,internal,1
caused,due,internal,tussle,1
nath,counting,underway,congress,1
counting,underway,congress,almost,1
underway,congress,almost,majority,1
alliance,together,take,kcr,1
grand,opposition,alliance,together,1
wouldn’t,know,rest,even,1
states,especially,rajasthan,good,1
first,heard,close,contest,1
heard,close,contest,easy,1
close,contest,easy,win,1
contest,easy,win,congress”,1
turf,spoke,lot,see,1
spoke,lot,see,states,1
lot,see,states,especially,1
see,states,especially,rajasthan,1
especially,rajasthan,good,work,1
selfreflection,needed,track,live,1
rajasthan,good,work,carried,1
good,work,carried,forward,1
work,carried,forward,time”,1
carried,forward,time”,congress,1
forward,time”,congress,leader,1
time”,congress,leader,ashok,1
congress,leader,ashok,gehlot,1
mp,election,results,trends,1
needed,track,live,updates,1
people,selfreflection,needed,track,1
kutami,grand,opposition,alliance,1
turned,anyone,would,eected,1
shyamalan,movie,people,didnt,1
movie,people,didnt,hope,1
people,didnt,hope,eected,1
didnt,hope,eected,shit,1
hope,eected,shit,somehow,1
eected,shit,somehow,turned,1
shit,somehow,turned,anyone,1
somehow,turned,anyone,would,1
anyone,would,eected,rating,1
anger,people,selfreflection,needed,1
come,play,many,independents,1
patan,track,updates,ht…,1
say,victories,congress,is…,1
vasundhara,raje,rule,jai…,1
kaisa,ho”,wouldn’t,know…,1
say,victories,congress,anger,1
victories,congress,anger,people,1
congress,anger,people,selfreflection,1
election,results,trends,show,1
results,trends,show,victory,1
trends,show,victory,congress,1
sanjay,congress,deal,promises,1
masani,follow,election,coverage,1
follow,election,coverage,ndtv,1
sanjay,nirupam,think,next,1
nirupam,think,next,cm,1
think,next,cm,madhya,1
next,cm,madhya,pradesh,1
cm,madhya,pradesh,congress,1
ask,sanjay,congress,deal,1
congress,deal,promises,made,1
patan,track,updates,watch,1
deal,promises,made,voters,1
promises,made,voters,negative,1
made,voters,negative,impact,1
voters,negative,impact,fulfilled,1
played,key,role,praja,1
key,role,praja,kutami,1
role,praja,kutami,grand,1
praja,kutami,grand,opposition,1
sanjay,masani,follow,election,1
chouhan’s,sanjay,masani,follow,1
singh,chouhan’s,sanjay,masani,1
shivraj,singh,chouhan’s,sanjay,1
updates,watch,live,indepth,1
live,indepth,coverage,ndtv,1
rajasthan,catch,action,https:/…,1
across,country,catch,action,1
country,catch,action,follow,1
catch,action,follow,live,1
action,follow,live,updates,1
nath,counting,underway,congres…,1
mp,neck,neck,raj,1
neck,neck,raj,chattisgarh,1
neck,raj,chattisgarh,seem,1
raj,chattisgarh,seem,likely,1
chattisgarh,seem,likely,cong,1
seem,likely,cong,telangana,1
likely,cong,telangana,trs,1
cong,telangana,trs,mizoram,1
minister,shivraj,singh,chouhan’s,1
farmers,lowering,petroleum,prices,1
lowering,petroleum,prices,gst,1
petroleum,prices,gst,correction,1
congress,first,leader,reach,1
live,watch,special,coverage,1
watch,special,coverage,day,1
constituencies,track,live,updates,1
minister,trailing,constituencies,track,1
trailing,constituencies,track,updates,1
constituencies,track,updates,watch,1
track,updates,watch,ndtv,1
punia,congress,first,leader,1
first,leader,reach,party,1
rajnandgaon,track,live,watch,1
leader,reach,party,headquarters,1
reach,party,headquarters,raipur,1
party,headquarters,raipur,speak,1
headquarters,raipur,speak,media,1
raipur,speak,media,yet,1
congress,crossed,half,way,1
crossed,half,way,mark,1
way,mark,rajasthan,rajasthan,1
track,live,watch,special,1
shukla,rajnandgaon,track,live,1
prices,gst,correction,would,1
win,rajasthan,madhya,pradesh,1
party,economic,malaise,shocks,1
economic,malaise,shocks,heartland,1
malaise,shocks,heartland,time,1
shocks,heartland,time,call,1
heartland,time,call,magic,1
time,call,magic,talk,1
confident,congress,win,rajasthan,1
congress,win,rajasthan,madhya,1
rajasthan,madhya,pradesh,singhvi,1
karuna,shukla,rajnandgaon,track,1
madhya,pradesh,singhvi,catch,1
pradesh,singhvi,catch,action,1
singhvi,catch,action,follow,1
modi,done,itfinally,made,1
done,itfinally,made,rahul,1
itfinally,made,rahul,gandhi,1
made,rahul,gandhi,relevant,1
constituencies,track,live,upd…,1
mark,rajasthan,rajasthan,congress,1
rajasthan,rajasthan,congress,clearly,1
rajasthan,congress,clearly,hung(mp,1
madhya,pradesh,trs,telangana,1
nathdwara,seat,according,leads,1
seat,according,leads,follow,1
according,leads,follow,live,1
leads,follow,live,updates,1
follow,live,updates,watch,1
congress,leads,rajasthan,madhya,1
leads,rajasthan,madhya,pradesh,1
rajasthan,madhya,pradesh,trs,1
pradesh,trs,telangana,catch,1
congress,clearly,hung(mp,lost,1
trs,telangana,catch,action,1
leads,rajasthan,chhattisgarh,madhya,1
early,trends,showing,positives,1
trends,showing,positives,rajasthan,1
showing,positives,rajasthan,neck,1
positives,rajasthan,neck,neck,1
kaisa,ho”,wouldn’t,know,1
ho”,wouldn’t,know,rest,1
ahead,nathdwara,seat,according,1
joshi,ahead,nathdwara,seat,1
cp,joshi,ahead,nathdwara,1
congress,cp,joshi,ahead,1
clearly,hung(mp,lost,mizoram,1
hung(mp,lost,mizoram,telangana,1
mizoram,early,trends,show,1
trends,show,congress,lal,1
show,congress,lal,thanhawla,1
congress,lal,thanhawla,leading,1
effects,via,rare,dil,1
via,rare,dil,pe,1
rare,dil,pe,patthar,1
dil,pe,patthar,rak,1
pe,patthar,rak,ke,1
patthar,rak,ke,style,1
mnf,takes,lead,seats,1
takes,lead,seats,mizoram,1
lead,seats,mizoram,congress,1
seats,mizoram,congress,leads,1
mizoram,congress,leads,seats,1
old,party,economic,malaise,1
grand,old,party,economic,1
pays,grand,old,party,1
get,appointment,reddy,leading,1
manvendra,singh,track,live,1
singh,track,live,updates,1
said,shave,defeated,doesnt,1
shave,defeated,doesnt,look,1
defeated,doesnt,look,like,1
doesnt,look,like,get,1
look,like,get,appointment,1
like,get,appointment,reddy,1
appointment,reddy,leading,votes,1
voters,give,many,vrs,1
reddy,leading,votes,trs,1
leading,votes,trs,leading,1
votes,trs,leading,seats,1
electorate,many,claimed,retire,1
many,claimed,retire,politics,1
claimed,retire,politics,lose,1
retire,politics,lose,voters,1
politics,lose,voters,give,1
congress’,manvendra,singh,track,1
lead,congress’,manvendra,singh,1
maintains,lead,congress’,manvendra,1
raje,maintains,lead,congress’,1
gst,correction,would,taxed,1
correction,would,taxed,heavily,1
karuna,shukla,rajnandgaon,track…,1
current,trend,win,congrats,1
salvation,chanting,names,samadhi,1
chanting,names,samadhi,exercises,1
names,samadhi,exercises,har…,1
jaipur,catch,action,follow,1
karuna,shukla,trails,track,1
shukla,trails,track,live,1
trails,track,live,updates,1
nothing,changed,faceoff,crucial,1
changed,faceoff,crucial,chief,1
faceoff,crucial,chief,minister,1
crucial,chief,minister,vasundhara,1
minister,vasundhara,raje,maintains,1
vasundhara,raje,maintains,lead,1
lose,voters,give,many,1
give,many,vrs,five,1
groundwork,pays,grand,old,1
kachori,emarti,ecofriendly,patakkas…,1
lead,rajasthan,chhattisgarh,madhya,1
chhattisgarh,madhya,pradesh,leads,1
madhya,pradesh,leads,seats,1
pradesh,leads,seats,madhya,1
leads,seats,madhya,pradesh,1
seats,madhya,pradesh,chhattisgarh,1
madhya,pradesh,chhattisgarh,seats,1
pradesh,chhattisgarh,seats,rajasthan,1
goes,goes,goes,tight,1
many,vrs,five,years,1
goes,goes,tight,fight,1
none,performance,leading,seats,1
performance,leading,seats,contested,1
looks,like,winner,patient,1
like,winner,patient,aggressive,1
winner,patient,aggressive,groundwork,1
patient,aggressive,groundwork,pays,1
aggressive,groundwork,pays,grand,1
consolidates,lead,rajasthan,chhattisgarh,1
congress,consolidates,lead,rajasthan,1
residence,delhi,photo,cred…,1
jaipur,congress,head,office,1
vrs,five,years,least,1
theories,work,loot,nation,1
work,loot,nation,luck,1
loot,nation,luck,country,1
nation,luck,country,two,1
luck,country,two,opts,1
country,two,opts,national,1
two,opts,national,mandate,1
seem,mukt,north,east’,1
mukt,north,east’,reality,1
congress,leads,states,trs,1
leads,states,trs,gold,1
states,trs,gold,telangana,1
